Date,Open,High,Low,Close,Volume,Market Cap
"Feb 09, 2015",223.39,223.98,217.02,220.11,"27,791,300","3,086,220,000"
"Feb 08, 2015",227.69,229.44,221.08,223.41,"17,145,200","3,144,920,000"
"Feb 07, 2015",222.63,230.30,222.61,227.75,"21,604,200","3,074,140,000"
"Feb 06, 2015",216.92,230.51,216.23,222.27,"24,435,300","2,994,350,000"
"Feb 05, 2015",227.66,239.41,214.72,217.11,"22,516,400","3,141,730,000"
"Feb 04, 2015",227.51,230.06,221.11,226.85,"26,594,300","3,138,700,000"
"Feb 03, 2015",237.45,245.96,224.48,227.27,"40,783,700","3,275,110,000"
"Feb 02, 2015",226.49,242.18,222.66,238.23,"30,612,100","3,123,010,000"
"Feb 01, 2015",216.87,231.57,212.01,226.97,"29,128,500","2,989,460,000"
"Jan 31, 2015",226.44,233.50,216.31,217.46,"23,348,200","3,120,490,000"
"Jan 30, 2015",232.77,242.85,225.84,226.43,"26,605,200","3,206,940,000"
"Jan 29, 2015",233.35,238.71,220.71,233.51,"32,213,400","3,213,920,000"
"Jan 28, 2015",263.35,266.54,227.05,233.91,"44,352,200","3,626,050,000"
"Jan 27, 2015",273.17,275.48,250.65,263.48,"44,399,000","3,760,210,000"
"Jan 26, 2015",254.08,309.38,254.08,273.47,"106,794,000","3,496,650,000"
"Jan 25, 2015",247.35,255.07,243.89,253.72,"33,582,700","3,403,300,000"
"Jan 24, 2015",232.70,248.21,230.02,247.85,"24,782,500","3,200,970,000"
"Jan 23, 2015",233.52,234.84,225.20,232.88,"24,621,700","3,211,490,000"
"Jan 22, 2015",227.32,237.02,226.43,233.41,"33,544,600","3,125,520,000"
"Jan 21, 2015",211.38,227.79,211.21,226.90,"29,924,600","2,905,520,000"
"Jan 20, 2015",212.91,215.24,205.15,211.31,"24,051,100","2,925,910,000"
"Jan 19, 2015",211.47,216.73,207.32,214.86,"18,658,300","2,905,410,000"
"Jan 18, 2015",200.05,218.69,194.51,210.34,"30,085,100","2,747,730,000"
"Jan 17, 2015",207.83,211.73,194.88,199.26,"23,469,700","2,853,930,000"
"Jan 16, 2015",209.07,221.59,199.77,208.10,"38,421,000","2,870,180,000"
"Jan 15, 2015",176.90,229.07,176.90,209.84,"81,773,500","2,427,830,000"
"Jan 14, 2015",223.89,223.89,171.51,178.10,"97,638,700","3,072,020,000"
"Jan 13, 2015",267.39,268.28,219.91,225.86,"72,843,900","3,668,040,000"
"Jan 12, 2015",266.15,272.20,265.20,267.80,"18,880,300","3,649,970,000"
"Jan 11, 2015",274.61,279.64,265.04,265.66,"18,200,800","3,764,960,000"
"Jan 10, 2015",287.30,288.13,273.97,274.80,"15,264,300","3,937,990,000"
"Jan 09, 2015",282.38,291.11,280.53,290.41,"18,718,600","3,869,530,000"
"Jan 08, 2015",294.13,294.13,282.18,283.35,"19,982,500","4,029,490,000"
"Jan 07, 2015",286.08,298.75,283.08,294.34,"24,866,800","3,918,090,000"
"Jan 06, 2015",274.61,287.55,272.70,286.19,"23,245,700","3,759,970,000"
"Jan 05, 2015",265.08,278.34,265.08,274.47,"43,962,800","3,628,490,000"
"Jan 04, 2015",281.15,287.23,257.61,264.19,"55,629,100","3,847,150,000"
"Jan 03, 2015",314.85,315.15,281.08,281.08,"33,054,400","4,307,010,000"
"Jan 02, 2015",314.08,315.84,313.56,315.03,"7,860,650","4,295,210,000"
"Jan 01, 2015",320.44,320.44,314.00,314.25,"8,036,550","4,380,820,000"
